pub_date	title	venue	excerpt	citation	url_slug	paper_url
2022-11-05  Robust Frame-to-Frame Camera Rotation Estimation in Crowded Scenes  CVPR    We present an approach to estimating camera rotation in crowded, real-world scenes from handheld monocular video. While camera rotation estimation is a well-studied problem, no previous methods exhibit both high accuracy and acceptable speed in this setting. Because the setting is not addressed well by other datasets, we provide a new dataset and benchmark, with high-accuracy, rigorously verified ground truth, on 17 video sequences.    Your Name, You. (2009). "Robust Frame-to-Frame Camera Rotation Estimation in Crowded Scenes."   [in progress]   https://bit.ly/3kkDvsJ
2023-05-15	On the Opacity of Twitter Polls ICWSM   Employing social media experiments, poll authors' testimonies, and machine learning models, and we identify and explain result discrepancies between mainstream and Twitter polls regarding the 2016 and 2020 U.S. Presidential elections.  Your Name, You. (2010). "On the Opacity of Twitter Polls." <i>Journal 1</i>. 1(2).  [in-progress]   http://academicpages.github.io/files/paper2.pdf 
2015-10-01	Paper Title Number 3	Journal 1	This paper is about the number 3. The number 4 is left for future work.	Your Name, You. (2015). "Paper Title Number 3." <i>Journal 1</i>. 1(3).	paper-title-number-3	http://academicpages.github.io/files/paper3.pdf
